"METODE","FAILS1","FAILS2","SAKRITIBAS_PROCENTS","KONCEPTU_SAKRITIBA","FRAZU_SAKRITIBA","KLASIFIKACIJA","N_VERTIBA","LOGA_IZMERS","STOPVARDU_SKAITS","KONCEPTU_SVARS","FRAZU_SVARS"
"Simbolu N-Gramas","2","6",0.6118,0.7131,0.6118,0,2,0,10,0,1
"Simbolu N-Gramas","2","9_citsAttels",0.6008,0.7527,0.6008,0,2,0,10,0,1
"Simbolu N-Gramas","2","9_konceptuNomaina",0.6008,0.7171,0.6008,0,2,0,10,0,1
"Simbolu N-Gramas","2","9_ORIGINAL",0.6008,0.7527,0.6008,0,2,0,10,0,1
"Simbolu N-Gramas","2","9_pilnaKopija",0.6008,0.7527,0.6008,0,2,0,10,0,1
"Simbolu N-Gramas","2","9_struktura",0.6007,0.7458,0.6007,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_citsAttels",0.5983,0.6219,0.5983,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_konceptuNomaina",0.5983,0.6409,0.5983,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_ORIGINAL",0.5983,0.6219,0.5983,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_pilnaKopija",0.5983,0.6219,0.5983,0,2,0,10,0,1
"Simbolu N-Gramas","4","9_struktura",0.59,0.6635,0.59,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_troksni",0.5746,0.5467,0.5746,0,2,0,10,0,1
"Simbolu N-Gramas","6","8",0.5556,0.7282,0.5556,0,2,0,10,0,1
"Simbolu N-Gramas","4","8",0.5344,0.5369,0.5344,0,2,0,10,0,1
"Simbolu N-Gramas","3","8",0.5182,0.708,0.5182,0,2,0,10,0,1
"Simbolu N-Gramas","5","8",0.5146,0.6864,0.5146,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_frazuNomaina",0.5096,0.6264,0.5096,0,2,0,10,0,1
"Simbolu N-Gramas","2","8",0.5074,0.7122,0.5074,0,2,0,10,0,1
"Simbolu N-Gramas","8","9_struktura",0.5048,0.6214,0.5048,0,2,0,10,0,1
"Simbolu N-Gramas","7","9_struktura",0.4918,0.6489,0.4918,0,2,0,10,0,1
"Simbolu N-Gramas","2","7",0.4732,0.6258,0.4732,0,2,0,10,0,1
"Simbolu N-Gramas","1","8",0.4397,0.6745,0.4397,0,2,0,10,0,1
"Simbolu N-Gramas","7","8",0.4164,0.5644,0.4164,0,2,0,10,0,1
"Simbolu N-Gramas","1","7",0.7474,0.7474,0.3987,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_troksni",0.7242,0.7242,0.3698,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_troksni",0.7107,0.7107,0.3911,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_citsAttels",0.7067,0.7067,0.3283,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_ORIGINAL",0.7067,0.7067,0.3283,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_pilnaKopija",0.7067,0.7067,0.3283,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_struktura",0.7057,0.7057,0.3667,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_frazuNomaina",0.7031,0.7031,0.3219,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_citsAttels",0.6877,0.6877,0.4038,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_ORIGINAL",0.6877,0.6877,0.4038,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_pilnaKopija",0.6877,0.6877,0.4038,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_frazuNomaina",0.683,0.683,0.4113,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_struktura",0.68,0.68,0.235,0,3,0,0,1,0
"Simbolu N-Gramas","1","4",0.6783,0.6783,0.5396,0,3,0,0,1,0
"Simbolu N-Gramas","1","3",0.6764,0.6764,0.4478,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_struktura",0.6446,0.6446,0.3608,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_citsAttels",0.6444,0.6444,0.4344,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_ORIGINAL",0.6444,0.6444,0.4344,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_pilnaKopija",0.6444,0.6444,0.4344,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_frazuNomaina",0.6425,0.6425,0.4923,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_citsAttels",0.6399,0.6399,0.3418,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_ORIGINAL",0.6399,0.6399,0.3418,0,3,0,0,1,0
"Simbolu N-Gramas","2","5",0.2084,0.0763,0.2084,0,5,0,5,0,1
"Simbolu N-Gramas","3","9_pilnaKopija",0.6399,0.6399,0.3418,0,3,0,0,1,0
"Simbolu N-Gramas","3","7",0.6393,0.6393,0.3567,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_troksni",0.6376,0.6376,0.3003,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_frazuNomaina",0.6361,0.6361,0.3554,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_troksni",0.6329,0.6329,0.5179,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_struktura",0.6307,0.6307,0.2983,0,3,0,0,1,0
"Simbolu N-Gramas","2","3",0.616,0.616,0.337,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_citsAttels",0.6106,0.6106,0.2904,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_ORIGINAL",0.6106,0.6106,0.2904,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_pilnaKopija",0.6106,0.6106,0.2904,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_frazuNomaina",0.6038,0.6038,0.307,0,3,0,0,1,0
"Simbolu N-Gramas","4","7",0.6031,0.6031,0.5297,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_struktura",0.5983,0.5983,0.2625,0,3,0,0,1,0
"Simbolu N-Gramas","3","4",0.5938,0.5938,0.4718,0,3,0,0,1,0
"Simbolu N-Gramas","1","2",0.5849,0.5849,0.503,0,3,0,0,1,0
"Simbolu N-Gramas","2","5",0.5624,0.5624,0.4472,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_troksni",0.554,0.554,0.4014,0,3,0,0,1,0
"Simbolu N-Gramas","2","4",0.5457,0.5457,0.4666,0,3,0,0,1,0
"Simbolu N-Gramas","2","6",0.5272,0.5272,0.2925,0,3,0,0,1,0
"Simbolu N-Gramas","3","5",0.5198,0.5198,0.3756,0,3,0,0,1,0
"Simbolu N-Gramas","2","7",0.517,0.517,0.149,0,3,0,0,1,0
"Simbolu N-Gramas","1","5",0.5106,0.5106,0.532,0,3,0,0,1,0
"Simbolu N-Gramas","6","8",0.5082,0.5082,0.1981,0,3,0,0,1,0
"Simbolu N-Gramas","1","6",0.5035,0.5035,0.481,0,3,0,0,1,0
"Simbolu N-Gramas","4","5",0.4942,0.4942,0.5611,0,3,0,0,1,0
"Simbolu N-Gramas","2","8",0.4792,0.4792,0.1684,0,3,0,0,1,0
"Simbolu N-Gramas","3","8",0.4735,0.4735,0.176,0,3,0,0,1,0
"Simbolu N-Gramas","5","8",0.4721,0.4721,0.1876,0,3,0,0,1,0
"Simbolu N-Gramas","3","6",0.4719,0.4719,0.4005,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_citsAttels",0.4613,0.4613,0.4343,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_ORIGINAL",0.4613,0.4613,0.4343,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_pilnaKopija",0.4613,0.4613,0.4343,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_frazuNomaina",0.4613,0.4613,0.4223,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_struktura",0.4589,0.4589,0.4047,0,3,0,0,1,0
"Simbolu N-Gramas","5","6",0.4479,0.4479,0.4914,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_troksni",0.4362,0.4362,0.4368,0,3,0,0,1,0
"Simbolu N-Gramas","6","7",0.4358,0.4358,0.5445,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_citsAttels",0.4136,0.4136,0.347,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_ORIGINAL",0.4136,0.4136,0.347,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_pilnaKopija",0.4136,0.4136,0.347,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_frazuNomaina",0.4102,0.4102,0.3866,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_struktura",0.4094,0.4094,0.4393,0,3,0,0,1,0
"Simbolu N-Gramas","4","6",0.407,0.407,0.5757,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_troksni",0.3931,0.3931,0.3428,0,3,0,0,1,0
"Simbolu N-Gramas","5","7",0.388,0.388,0.4477,0,3,0,0,1,0
"Simbolu N-Gramas","1","8",0.3507,0.3507,0.1359,0,3,0,0,1,0
"Simbolu N-Gramas","7","9_50uz50_Nomaina",0.3431,0.3431,0.4401,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_50uz50_Nomaina",0.3283,0.3283,0.4901,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_50uz50_Nomaina",0.327,0.327,0.366,0,3,0,0,1,0
"Simbolu N-Gramas","1","9_50uz50_Nomaina",0.3258,0.3258,0.3637,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_troksni",0.3172,0.3172,0.2042,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_citsAttels",0.3128,0.3128,0.2325,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_ORIGINAL",0.3128,0.3128,0.2325,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_pilnaKopija",0.3128,0.3128,0.2325,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_frazuNomaina",0.3083,0.3083,0.1514,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_struktura",0.3075,0.3075,0.235,0,3,0,0,1,0
"Simbolu N-Gramas","4","8",0.3066,0.3066,0.2429,0,3,0,0,1,0
"Simbolu N-Gramas","7","8",0.3036,0.3036,0.1295,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_konceptuNomaina",0.2618,0.2618,0.2325,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_50uz50_Nomaina",0.2563,0.2563,0.3553,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_50uz50_Nomaina",0.2461,0.2461,0.4529,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_konceptuNomaina",0.2235,0.2235,0.347,0,3,0,0,1,0
"Simbolu N-Gramas","4","9_konceptuNomaina",0.2231,0.2231,0.4344,0,3,0,0,1,0
"Simbolu N-Gramas","3","9_konceptuNomaina",0.2221,0.2221,0.3418,0,3,0,0,1,0
"Simbolu N-Gramas","5","9_konceptuNomaina",0.2162,0.2162,0.4343,0,3,0,0,1,0
"Simbolu N-Gramas","2","9_konceptuNomaina",0.2135,0.2135,0.2904,0,3,0,0,1,0
"Simbolu N-Gramas","8","9_50uz50_Nomaina",0.2109,0.2109,0.1832,0,3,0,0,1,0
"Simbolu N-Gramas","6","9_50uz50_Nomaina",0.2007,0.2007,0.4217,0,3,0,0,1,0
"Simbolu N-Gramas","1","4",0.609,0.6783,0.5396,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_troksni",0.5754,0.6329,0.5179,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","7",0.573,0.7474,0.3987,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_frazuNomaina",0.5674,0.6425,0.4923,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","7",0.5664,0.6031,0.5297,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","3",0.5621,0.6764,0.4478,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_troksni",0.5509,0.7107,0.3911,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_frazuNomaina",0.5472,0.683,0.4113,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_troksni",0.547,0.7242,0.3698,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_citsAttels",0.5458,0.6877,0.4038,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_ORIGINAL",0.5458,0.6877,0.4038,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_pilnaKopija",0.5458,0.6877,0.4038,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","2",0.5439,0.5849,0.503,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_citsAttels",0.5394,0.6444,0.4344,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_ORIGINAL",0.5394,0.6444,0.4344,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_pilnaKopija",0.5394,0.6444,0.4344,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_struktura",0.5362,0.7057,0.3667,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","4",0.5328,0.5938,0.4718,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","5",0.5276,0.4942,0.5611,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","5",0.5213,0.5106,0.532,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_citsAttels",0.5175,0.7067,0.3283,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_ORIGINAL",0.5175,0.7067,0.3283,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_pilnaKopija",0.5175,0.7067,0.3283,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_frazuNomaina",0.5125,0.7031,0.3219,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","4",0.5062,0.5457,0.4666,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","5",0.5048,0.5624,0.4472,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_struktura",0.5027,0.6446,0.3608,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","7",0.498,0.6393,0.3567,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_frazuNomaina",0.4957,0.6361,0.3554,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","6",0.4922,0.5035,0.481,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","6",0.4913,0.407,0.5757,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_citsAttels",0.4909,0.6399,0.3418,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_ORIGINAL",0.4909,0.6399,0.3418,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_pilnaKopija",0.4909,0.6399,0.3418,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","7",0.4901,0.4358,0.5445,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_troksni",0.4777,0.554,0.4014,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","3",0.4765,0.616,0.337,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","6",0.4696,0.4479,0.4914,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_troksni",0.4689,0.6376,0.3003,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_struktura",0.4645,0.6307,0.2983,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_struktura",0.4575,0.68,0.235,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_frazuNomaina",0.4554,0.6038,0.307,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_citsAttels",0.4505,0.6106,0.2904,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_ORIGINAL",0.4505,0.6106,0.2904,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_pilnaKopija",0.4505,0.6106,0.2904,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_citsAttels",0.4478,0.4613,0.4343,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_ORIGINAL",0.4478,0.4613,0.4343,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_pilnaKopija",0.4478,0.4613,0.4343,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","5",0.4477,0.5198,0.3756,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_frazuNomaina",0.4418,0.4613,0.4223,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_troksni",0.4365,0.4362,0.4368,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","6",0.4362,0.4719,0.4005,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_struktura",0.4318,0.4589,0.4047,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_struktura",0.4304,0.5983,0.2625,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_struktura",0.4244,0.4094,0.4393,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","7",0.4179,0.388,0.4477,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","6",0.4098,0.5272,0.2925,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_50uz50_Nomaina",0.4092,0.3283,0.4901,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_frazuNomaina",0.3984,0.4102,0.3866,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_50uz50_Nomaina",0.3916,0.3431,0.4401,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_citsAttels",0.3803,0.4136,0.347,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_ORIGINAL",0.3803,0.4136,0.347,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_pilnaKopija",0.3803,0.4136,0.347,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_troksni",0.368,0.3931,0.3428,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","8",0.3532,0.5082,0.1981,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_50uz50_Nomaina",0.3495,0.2461,0.4529,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_50uz50_Nomaina",0.3465,0.327,0.366,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_50uz50_Nomaina",0.3447,0.3258,0.3637,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","7",0.333,0.517,0.149,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","8",0.3298,0.4721,0.1876,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","9_konceptuNomaina",0.3288,0.2231,0.4344,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","5","9_konceptuNomaina",0.3252,0.2162,0.4343,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","8",0.3248,0.4735,0.176,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","8",0.3238,0.4792,0.1684,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_50uz50_Nomaina",0.3112,0.2007,0.4217,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_50uz50_Nomaina",0.3058,0.2563,0.3553,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","6","9_konceptuNomaina",0.2852,0.2235,0.347,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","3","9_konceptuNomaina",0.282,0.2221,0.3418,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","4","8",0.2748,0.3066,0.2429,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_citsAttels",0.2727,0.3128,0.2325,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_ORIGINAL",0.2727,0.3128,0.2325,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_pilnaKopija",0.2727,0.3128,0.2325,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","9_konceptuNomaina",0.2717,0.1396,0.4038,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_struktura",0.2713,0.3075,0.235,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_troksni",0.2607,0.3172,0.2042,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","9_konceptuNomaina",0.2579,0.1876,0.3283,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","2","9_konceptuNomaina",0.2519,0.2135,0.2904,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_konceptuNomaina",0.2472,0.2618,0.2325,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","8",0.2433,0.3507,0.1359,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","8","9_frazuNomaina",0.2299,0.3083,0.1514,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","7","8",0.2166,0.3036,0.1295,0,3,0,0,0.5,0.5
"Simbolu N-Gramas","1","5",0.2281,0.1953,0.2608,0,5,0,10,0.5,0.5
"Simbolu N-Gramas","1","4",0.2167,0.1841,0.2493,0,5,0,10,0.5,0.5
"Simbolu N-Gramas","4","6",0.5757,0.407,0.5757,0,3,0,0,0,1
"Simbolu N-Gramas","4","5",0.5611,0.4942,0.5611,0,3,0,0,0,1
"Simbolu N-Gramas","6","7",0.5445,0.4358,0.5445,0,3,0,0,0,1
"Simbolu N-Gramas","1","4",0.5396,0.6783,0.5396,0,3,0,0,0,1
"Simbolu N-Gramas","1","5",0.532,0.5106,0.532,0,3,0,0,0,1
"Simbolu N-Gramas","4","7",0.5297,0.6031,0.5297,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_troksni",0.5179,0.6329,0.5179,0,3,0,0,0,1
"Simbolu N-Gramas","1","2",0.503,0.5849,0.503,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_frazuNomaina",0.4923,0.6425,0.4923,0,3,0,0,0,1
"Simbolu N-Gramas","5","6",0.4914,0.4479,0.4914,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_50uz50_Nomaina",0.4901,0.3283,0.4901,0,3,0,0,0,1
"Simbolu N-Gramas","1","6",0.481,0.5035,0.481,0,3,0,0,0,1
"Simbolu N-Gramas","3","4",0.4718,0.5938,0.4718,0,3,0,0,0,1
"Simbolu N-Gramas","2","4",0.4666,0.5457,0.4666,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_50uz50_Nomaina",0.4529,0.2461,0.4529,0,3,0,0,0,1
"Simbolu N-Gramas","1","3",0.4478,0.6764,0.4478,0,3,0,0,0,1
"Simbolu N-Gramas","5","7",0.4477,0.388,0.4477,0,3,0,0,0,1
"Simbolu N-Gramas","2","5",0.4472,0.5624,0.4472,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_50uz50_Nomaina",0.4401,0.3431,0.4401,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_struktura",0.4393,0.4094,0.4393,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_troksni",0.4368,0.4362,0.4368,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_citsAttels",0.4344,0.6444,0.4344,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_konceptuNomaina",0.4344,0.2231,0.4344,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_ORIGINAL",0.4344,0.6444,0.4344,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_pilnaKopija",0.4344,0.6444,0.4344,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_citsAttels",0.4343,0.4613,0.4343,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_konceptuNomaina",0.4343,0.2162,0.4343,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_ORIGINAL",0.4343,0.4613,0.4343,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_pilnaKopija",0.4343,0.4613,0.4343,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_frazuNomaina",0.4223,0.4613,0.4223,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_50uz50_Nomaina",0.4217,0.2007,0.4217,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_frazuNomaina",0.4113,0.683,0.4113,0,3,0,0,0,1
"Simbolu N-Gramas","5","9_struktura",0.4047,0.4589,0.4047,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_citsAttels",0.4038,0.6877,0.4038,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_konceptuNomaina",0.4038,0.1396,0.4038,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_ORIGINAL",0.4038,0.6877,0.4038,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_pilnaKopija",0.4038,0.6877,0.4038,0,3,0,0,0,1
"Simbolu N-Gramas","2","9_troksni",0.4014,0.554,0.4014,0,3,0,0,0,1
"Simbolu N-Gramas","3","6",0.4005,0.4719,0.4005,0,3,0,0,0,1
"Simbolu N-Gramas","1","7",0.3987,0.7474,0.3987,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_troksni",0.3911,0.7107,0.3911,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_frazuNomaina",0.3866,0.4102,0.3866,0,3,0,0,0,1
"Simbolu N-Gramas","3","5",0.3756,0.5198,0.3756,0,3,0,0,0,1
"Simbolu N-Gramas","7","9_troksni",0.3698,0.7242,0.3698,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_struktura",0.3667,0.7057,0.3667,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_50uz50_Nomaina",0.366,0.327,0.366,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_50uz50_Nomaina",0.3637,0.3258,0.3637,0,3,0,0,0,1
"Simbolu N-Gramas","4","9_struktura",0.3608,0.6446,0.3608,0,3,0,0,0,1
"Simbolu N-Gramas","3","7",0.3567,0.6393,0.3567,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_frazuNomaina",0.3554,0.6361,0.3554,0,3,0,0,0,1
"Simbolu N-Gramas","2","9_50uz50_Nomaina",0.3553,0.2563,0.3553,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_citsAttels",0.347,0.4136,0.347,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_konceptuNomaina",0.347,0.2235,0.347,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_ORIGINAL",0.347,0.4136,0.347,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_pilnaKopija",0.347,0.4136,0.347,0,3,0,0,0,1
"Simbolu N-Gramas","6","9_troksni",0.3428,0.3931,0.3428,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_citsAttels",0.3418,0.6399,0.3418,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_konceptuNomaina",0.3418,0.2221,0.3418,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_ORIGINAL",0.3418,0.6399,0.3418,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_pilnaKopija",0.3418,0.6399,0.3418,0,3,0,0,0,1
"Simbolu N-Gramas","2","3",0.337,0.616,0.337,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_citsAttels",0.3283,0.7067,0.3283,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_konceptuNomaina",0.3283,0.1876,0.3283,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_ORIGINAL",0.3283,0.7067,0.3283,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_pilnaKopija",0.3283,0.7067,0.3283,0,3,0,0,0,1
"Simbolu N-Gramas","1","9_frazuNomaina",0.3219,0.7031,0.3219,0,3,0,0,0,1
"Simbolu N-Gramas","2","9_frazuNomaina",0.307,0.6038,0.307,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_troksni",0.3003,0.6376,0.3003,0,3,0,0,0,1
"Simbolu N-Gramas","3","9_struktura",0.2983,0.6307,0.2983,0,3,0,0,0,1
"Simbolu N-Gramas","2","6",0.2925,0.5272,0.2925,0,3,0,0,0,1
